"LOCATION","Country","VAR","Variable ","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,26.309,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,26.595,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,27.842,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,27.438,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,27.842,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,28.397,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,28.076,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,28.397,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,30.483,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,30.093,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,30.483,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,32.201,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,31.107,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,32.201,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,33.733,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,33.16,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,33.733,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019","2019","100HAB","Per 100 inhabitants","0","Units",,,34.578,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019-Q2","Q2-2019","100HAB","Per 100 inhabitants","0","Units",,,34.846,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019-Q4","Q4-2019","100HAB","Per 100 inhabitants","0","Units",,,34.578,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020","2020","100HAB","Per 100 inhabitants","0","Units",,,35.416,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020-Q2","Q2-2020","100HAB","Per 100 inhabitants","0","Units",,,35.386,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020-Q4","Q4-2020","100HAB","Per 100 inhabitants","0","Units",,,35.416,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021","2021","100HAB","Per 100 inhabitants","0","Units",,,35.532,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021-Q2","Q2-2021","100HAB","Per 100 inhabitants","0","Units",,,35.358,,
"AUS","Australia","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021-Q4","Q4-2021","100HAB","Per 100 inhabitants","0","Units",,,35.532,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,21.499,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2009-Q4","Q4-2009","100HAB","Per 100 inhabitants","0","Units",,,21.499,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,23.187,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,22.205,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,23.187,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,24.456,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,23.891,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,24.456,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,25.218,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,24.92,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,25.218,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,26.308,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,25.803,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,26.308,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,27.554,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,26.924,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,27.554,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,28.459,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,28.082,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,28.459,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,28.87,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,28.78,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,28.87,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,28.551,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,28.772,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,28.551,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,28.53,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,28.419,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,28.53,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019","2019","100HAB","Per 100 inhabitants","0","Units",,,28.383,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019-Q2","Q2-2019","100HAB","Per 100 inhabitants","0","Units",,,28.443,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019-Q4","Q4-2019","100HAB","Per 100 inhabitants","0","Units",,,28.383,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020","2020","100HAB","Per 100 inhabitants","0","Units",,,29.137,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020-Q2","Q2-2020","100HAB","Per 100 inhabitants","0","Units",,,28.683,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020-Q4","Q4-2020","100HAB","Per 100 inhabitants","0","Units",,,29.137,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021","2021","100HAB","Per 100 inhabitants","0","Units",,,28.946,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021-Q2","Q2-2021","100HAB","Per 100 inhabitants","0","Units",,,29.169,,
"AUT","Austria","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021-Q4","Q4-2021","100HAB","Per 100 inhabitants","0","Units",,,28.946,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,29.028,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2009-Q4","Q4-2009","100HAB","Per 100 inhabitants","0","Units",,,29.028,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,30.958,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,30.148,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,30.958,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,32.105,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,31.657,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,32.105,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,33.24,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,32.612,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,33.24,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,34.312,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,33.932,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,34.312,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,35.786,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,34.545,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,35.786,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,36.554,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,36.274,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,36.554,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,37.687,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,37.243,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,37.687,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,38.496,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,38.125,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,38.496,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,39.406,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,38.781,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,39.406,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019","2019","100HAB","Per 100 inhabitants","0","Units",,,39.957,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019-Q2","Q2-2019","100HAB","Per 100 inhabitants","0","Units",,,39.753,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019-Q4","Q4-2019","100HAB","Per 100 inhabitants","0","Units",,,39.957,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020","2020","100HAB","Per 100 inhabitants","0","Units",,,41.01,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020-Q2","Q2-2020","100HAB","Per 100 inhabitants","0","Units",,,40.643,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020-Q4","Q4-2020","100HAB","Per 100 inhabitants","0","Units",,,41.01,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021","2021","100HAB","Per 100 inhabitants","0","Units",,,41.691,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021-Q2","Q2-2021","100HAB","Per 100 inhabitants","0","Units",,,41.483,,
"BEL","Belgium","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021-Q4","Q4-2021","100HAB","Per 100 inhabitants","0","Units",,,41.691,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,30.599,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2009-Q4","Q4-2009","100HAB","Per 100 inhabitants","0","Units",,,30.599,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,31.81,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,31.151,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,31.81,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,32.842,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,32.373,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,32.842,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,33.657,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,33.089,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,33.657,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,34.457,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,34.163,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,34.457,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,35.469,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,34.897,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,35.469,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,36.729,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,35.894,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,36.729,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,37.072,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,37.253,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,37.072,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,38.1,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,37.646,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,38.1,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,38.974,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,38.639,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,38.974,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019","2019","100HAB","Per 100 inhabitants","0","Units",,,40.271,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019-Q2","Q2-2019","100HAB","Per 100 inhabitants","0","Units",,,39.569,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2019-Q4","Q4-2019","100HAB","Per 100 inhabitants","0","Units",,,40.271,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020","2020","100HAB","Per 100 inhabitants","0","Units",,,40.94,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020-Q2","Q2-2020","100HAB","Per 100 inhabitants","0","Units",,,40.874,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2020-Q4","Q4-2020","100HAB","Per 100 inhabitants","0","Units",,,40.94,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021","2021","100HAB","Per 100 inhabitants","0","Units",,,41.477,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021-Q2","Q2-2021","100HAB","Per 100 inhabitants","0","Units",,,41.645,,
"CAN","Canada","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2021-Q4","Q4-2021","100HAB","Per 100 inhabitants","0","Units",,,41.477,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,19.407,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2009-Q4","Q4-2009","100HAB","Per 100 inhabitants","0","Units",,,19.407,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,21.507,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,20.189,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,21.507,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,23.782,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,22.514,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,23.782,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,25.277,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,24.643,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,25.277,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,26.662,,
"CZE","Czech Republic","BB-P100-TOT","Fixed broadband - All subscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,26.118,,
